name,id,page,pro_url,description,list_price,sale_price,discount,image,time
Portronics SoundDrum 1 True Wireless Stereo Bluetooth Speaker with 10W Bass Sound Output (Black),492572958,8,https://www.reliancedigital.in/portronics-sounddrum-1-true-wireless-stereo-bluetooth-speaker-with-10w-bass-sound-output-black-/p/492572958,"10W Bass Sound Output: Portronics SoundDrum1 10W portable Bluetooth speaker is a game changer for all gatherings. It comes with 10W Bass Sound Output which creates great volume and can enlighten your party with great music and superb sound quality.TWS or True Wireless Stereo: This device is a great example for TWS or True Wireless Stereo. You can connect two speakers simultaneously. All you can do is activate TWS Mode and can connect two speakers where one speaker becomes the mother or main speaker and the other becomes child speaker which sync completely and create magic.Multiple Bluetooth Connectivity: Connecting your phone/laptop/tablet Bluetooth with the device is very easy. For power On/Off, all you need to just press the main button for 3 seconds to start the device. Then select the right device and pair it successfully and you can start playing your favorite music.Battery & Play Time: Portronics SoundDrum1 10W comes with 2000mAh battery capacity and it has 8 to 10 Hours of Playback time. You can experience 60% to 70% of more volume and with this device and all your parties will be musically memorable.12 Months' Warranty",1199.0,"₹1,199","52%(₹1,300)",https://www.reliancedigital.in/medias/Portronics-SOUNDDRUM1-SpeakerBLK-492572958-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3w0NTQ4fGltYWdlL2pwZWd8aW1hZ2VzL2g5Mi9oYzMvOTY4NTYxODk1MDE3NC5qcGd8OWQzYjE3YWJhNmY2ZjM2OTczZTdkNGI4Nzg2MDc0MDlhODEzMjY1MDAzOTE5MDBlZGU5ZDExMjFjMjFhMDE5NA,1637134316554
"Aiwa True Wireless Stereo SB-X350A Bluetooth Speaker with Absolute Control, BASS++ sound profile (Black)",492571513,9,https://www.reliancedigital.in/aiwa-true-wireless-stereo-sb-x350a-bluetooth-speaker-with-absolute-control-bass-sound-profile-black-/p/492571513,"

* This Aiwa SB-X350J Bluetooth Speaker image is for illustration purpose only. Actual image may vary.",15990.0,"₹15,990","20%(₹4,000)",https://www.reliancedigital.in/medias/Aiwa-SB-X350A-Speakers-492571513-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMjg5MnxpbWFnZS9qcGVnfGltYWdlcy9oMjMvaDkzLzk3Nzc0MzYxOTY4OTQuanBnfDVkZTI2N2M1ZjNiMzI0MTJlZjdhNDczZDdkYzJjMzVjZDNlMjlmZGJiMDg1ZWQ5Mzg4ZTM0NTNkMmEzMWU3ZTE,1645199525088
"AIWA RS-X60 2 Channel Diviner Ace Retro Home Audio Bluetooth Speaker, Black",492571516,9,https://www.reliancedigital.in/aiwa-rs-x60-2-channel-diviner-ace-retro-home-audio-bluetooth-speaker-black/p/492571516,"
* This Aiwa RSX60 Divier Ace Bluetooth Speaker image is for illustration purpose only. Actual image may vary.



* This Aiwa RSX60 Divier Ace Bluetooth Speaker video is for illustration purpose only.",24990.0,"₹24,990","17%(₹5,000)",https://www.reliancedigital.in/medias/AIWA-RS-X60-Multimedia-Speaker-492571516-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMDEzMHxpbWFnZS9qcGVnfGltYWdlcy9oMGIvaGQxLzk3ODA4NjY1ODA1MTAuanBnfGYxYjY5ZjEzNWQ5MzlmZDJmMzc1YTJlNTYyNDZjMTU0YzkxOTYwNDZlM2E1NjhlNjAwMDgyMjg1MWYyYmVjNzI,1645714346783
"boAt Stone 190 Wireless Bluetooth Speaker with IPX7 Water and Dust Resistant, Iron Red",492579524,9,https://www.reliancedigital.in/boat-stone-190-wireless-bluetooth-speaker-with-ipx7-water-and-dust-resistant-iron-red/p/492579524,"Immerse in Nirvana with boAt Stone 190 wireless portable speaker. The speaker comes equipped with 52mm dynamic driver for an immersive audio experience. It supports instant wireless connectivity with the latest Bluetooth v5.0. One may elevate the surrounding vibes with Stone 190 in another way apart from the wireless functionality: it comes equipped with the provision for AUX connectivity as well. The lightweight ergonomics offers enhanced portability while on the move. Immerse into the realm of Nirvana wherever you are, with boAt Stone 190.
4 Hours of Playtime Per Charge
Its powerful 800mAh battery offers a playback time of up to 4 hours.
Quick Wireless Connectivity
Stone 190 is equipped with the latest Bluetooth V5.0 for quick wireless connectivity. It comes with multiple connectivity modes in the form of BT & AUX.

IPX7 Water and Dust Resistance
It has IPX7 marked shield for providing resistance against water and splash scares.
Easy Access Controls for Seamless User Experience
It has been ergonomically designed keeping in mind the enhanced portability while on the move. Stone 190 has easy access  integrated controls for seamless usage",1299.0,"₹1,299","57%(₹1,700)",https://www.reliancedigital.in/medias/boAt-Stone-190-Multimedia-Speakers-492579524-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMjg5NnxpbWFnZS9qcGVnfGltYWdlcy9oYjIvaDE2Lzk3ODQxNzMyMzIxNTguanBnfGFiMDM0MzBmMmE3NjJlNmFkZTEzMWQ5ZmY0Y2E4YzYyYWRjYmY0NTY4YTMzNmNkMWVjMTllMTEyOWEyMjk0ZjU,1646332200000
"Nakamichi Cube Bluetooth Speaker with TWS Mode, Dual-speaker Compatibility (Red)",492520032,9,https://www.reliancedigital.in/nakamichi-cube-bluetooth-speaker-with-tws-mode-dual-speaker-compatibility-red-/p/492520032,"Nakamichi CUBE
Nakamichi CUBE is a portable, compact and an attractive wireless speaker. Designed with a strap for convenience, it boasts strong bass alongside dual-speaker compatibility and speakerphone functionality
LIGHTWEIGHT AND PORTABLE
With a silicon wrist-strap in the middle, carry CUBE during hikes, travelling or sports activities
STRONG BASS
Experience crisp sound with strong and powerful bass
CONNECTIVITY
Enjoy truly wireless experience and seamless streaming
BUILT-IN MICROPHONE
Built-in mic allows hands-free calling functionality
DUAL-SPEAKER PAIRING CAPABILITY
Pair 2 Nakamichi CUBEs together with TWS mode to build your own stereo sound system",1499.0,"₹1,499","67%(₹2,991)",https://www.reliancedigital.in/medias/Nakamichi-CUBE-BTSpeaker-Red-492520032-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3w3MDk4fGltYWdlL2pwZWd8aW1hZ2VzL2gxOS9oYTUvOTY3MzQ0NDE2MzYxNC5qcGd8MWFmYTY2NzYyZGU4Nzg4NjAwNDE5MWJkNDJhZTljN2Y1YWM5ZmVjZTEzYmNiNjg2N2UyNDQwOTAwMGVmODA2Yg,1635515047930
"Nakamichi Cube Bluetooth Speaker with TWS Mode, Dual-speaker Compatibility (Blue)",492520033,9,https://www.reliancedigital.in/nakamichi-cube-bluetooth-speaker-with-tws-mode-dual-speaker-compatibility-blue-/p/492520033,"Nakamichi CUBE
Nakamichi CUBE is a portable, compact and an attractive wireless speaker. Designed with a strap for convenience, it boasts strong bass alongside dual-speaker compatibility and speakerphone functionality
LIGHTWEIGHT AND PORTABLE
With a silicon wrist-strap in the middle, carry CUBE during hikes, travelling or sports activities
STRONG BASS
Experience crisp sound with strong and powerful bass
CONNECTIVITY
Enjoy truly wireless experience and seamless streaming
BUILT-IN MICROPHONE
Built-in mic allows hands-free calling functionality
DUAL-SPEAKER PAIRING CAPABILITY
Pair 2 Nakamichi CUBEs together with TWS mode to build your own stereo sound system",1399.0,"₹1,399","69%(₹3,091)",https://www.reliancedigital.in/medias/Nakamichi-CUBE-BTSpeaker-Blue-492520033-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMTQyfGltYWdlL2pwZWd8aW1hZ2VzL2g5Yi9oYWYvOTY3MzQ0NjEyOTY5NC5qcGd8MWViMTU1NjA4YzAzMjg3MzAwZTBkYTMyZDhmOWU0MjVkYjZhNGQ5YWI5MzI4YTM1YzJmODY3MDExYjFhNGUwMA,1635515077570
"Nakamichi Mate Wireless Bluetooth Speaker with IPX6 Waterproof Rating, Built-in MIC (Red)",492520035,9,https://www.reliancedigital.in/nakamichi-mate-wireless-bluetooth-speaker-with-ipx6-waterproof-rating-built-in-mic-red-/p/492520035,"Loosen Yourself To Sassy Steps
Your Perfect Outdoor Companion For Fun Activities
NAKAMICHI MATE
MATE - ""Nakamichi MATE is a wireless speaker, producing crisp sound and strong bass. This waterproof speaker couples lightweight and portability, making it the perfect outdoor companion"".
LIGHTWEIGHT AND PORTABLE
MATE is all about convenience carry outdoor with no worries about its form factor
WATERPROOF
Accidental splash is a thing of the past. Enjoy music and entertainment with no worries
CONNECTIVITY
Truly wireless connection, allowing seamless connectivity to your multimedia device
HANDS-FREE CALLING
In-built mic allows hands-free calling from the speaker
PEAK POWER WITH STRONG BASS
Don’t let its form factor fool you! MATE packs an incredible sound system with a strong bass",949.0,₹949,"79%(₹3,541)",https://www.reliancedigital.in/medias/Nakamichi-Mate-BTSpeaker-Red-492520035-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNzE2MnxpbWFnZS9qcGVnfGltYWdlcy9oMTIvaGZiLzk2NzM0NDgwOTU3NzQuanBnfDZlMWY3ZWZhMjdmZjIwMmE4YTU4MGU2YWRjODJmMmI2MjBiM2FmYzZmZjY0MzQxMWE4ZWI1ZjYyOWNiZTJlMmI,1635515170015
"Nakamichi Mate Wireless Bluetooth Speaker with IPX6 Waterproof Rating, Built-in MIC (Blue)",492520036,9,https://www.reliancedigital.in/nakamichi-mate-wireless-bluetooth-speaker-with-ipx6-waterproof-rating-built-in-mic-blue-/p/492520036,"Loosen Yourself To Sassy Steps
Your Perfect Outdoor Companion For Fun Activities
NAKAMICHI MATE
MATE - ""Nakamichi MATE is a wireless speaker, producing crisp sound and strong bass. This waterproof speaker couples lightweight and portability, making it the perfect outdoor companion"".
LIGHTWEIGHT AND PORTABLE
MATE is all about convenience carry outdoor with no worries about its form factor
WATERPROOF
Accidental splash is a thing of the past. Enjoy music and entertainment with no worries
CONNECTIVITY
Truly wireless connection, allowing seamless connectivity to your multimedia device
HANDS-FREE CALLING
In-built mic allows hands-free calling from the speaker
PEAK POWER WITH STRONG BASS
Don’t let its form factor fool you! MATE packs an incredible sound system with a strong bass",949.0,₹949,"79%(₹3,541)",https://www.reliancedigital.in/medias/Nakamichi-BTSpeakerMate-Blue-492520036-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNzAwOHxpbWFnZS9qcGVnfGltYWdlcy9oODAvaDk5Lzk2NzM0NTAwNjE4NTQuanBnfGE4M2FmOTJiYjVjOWQ2OGEyNzQzMmQxMjRlN2U5YzcyMjRmMGQ4ZGNhZjQ5MDRiMjRkZGEyYmJkYmUwMjNkYTk,1635515199553
"Nakamichi Mate Wireless Bluetooth Speaker with IPX6 Waterproof Rating, Built-in MIC (Black)",492520037,9,https://www.reliancedigital.in/nakamichi-mate-wireless-bluetooth-speaker-with-ipx6-waterproof-rating-built-in-mic-black-/p/492520037,"Loosen Yourself To Sassy Steps
Your Perfect Outdoor Companion For Fun Activities
NAKAMICHI MATE
MATE - ""Nakamichi MATE is a wireless speaker, producing crisp sound and strong bass. This waterproof speaker couples lightweight and portability, making it the perfect outdoor companion"".
LIGHTWEIGHT AND PORTABLE
MATE is all about convenience carry outdoor with no worries about its form factor
WATERPROOF
Accidental splash is a thing of the past. Enjoy music and entertainment with no worries
CONNECTIVITY
Truly wireless connection, allowing seamless connectivity to your multimedia device
HANDS-FREE CALLING
In-built mic allows hands-free calling from the speaker
PEAK POWER WITH STRONG BASS
Don’t let its form factor fool you! MATE packs an incredible sound system with a strong bass",949.0,₹949,"79%(₹3,541)",https://www.reliancedigital.in/medias/Nakamichi-BTSpeakerMate-Blk-492520037-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNjA4MHxpbWFnZS9qcGVnfGltYWdlcy9oNDUvaGY0Lzk2NzM0NTEzNzI1NzQuanBnfDVhMTVmYjMzZWQ0ZDE0NmI5MzRkNjQ4MTI3MDhlNDc4NTI1NjIxYTU1NmM5NzY3NmZlZDMzMjlkOGVjMWE3YmQ,1635515229181
"Nakamichi Speck Wireless Bluetooth Speaker with Dual-strong Bass, IPX7 Waterproof Rating, In-Built Mic (Red)",492520038,9,https://www.reliancedigital.in/nakamichi-speck-wireless-bluetooth-speaker-with-dual-strong-bass-ipx7-waterproof-rating-in-built-mic-red-/p/492520038,"The Elixir Of Entertainment
Amplified Music, Powerful Bass. In The Open Air Too!
Nakamichi SPECK
An innovative and wireless speaker, the Nakamichi SPECK boasts dual-strong bass and long battery life. This waterproof speaker produces powerful acoustics and exempli es your aural experience with its TWS mode. 
WATERPROOF
Fret not over accidental splashes
WIRELESS CONNECTIVITY
Connect wirelessly with seamless streaming
CONNECTIVITY
Truly wireless connection, allowing seamless connectivity to your multimedia device
LONG-LASTING BATTERY LIFE
15 hrs the duration of straight entertainment provided by Nakamichi SPECK
HANDS-FREE CALLING
In-built mic allows hands-free calling from the speaker",1999.0,"₹1,999","80%(₹7,991)",https://www.reliancedigital.in/medias/Nakamichi-Speck-BTSpeaker-Red-492520038-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNzQ5OHxpbWFnZS9qcGVnfGltYWdlcy9oNjMvaDk4Lzk2NzM0NDkwNzg4MTQuanBnfDljNjM1NzA4MjJiYmUwZGIyNTg5NTgxNTc1MzgwMTVmOWZhZThlYzU1NDk4N2I4MGFlOGU0NzljODA3YjliYmU,1635515257099
"MATATA MTMI18L 2.1 Channel 20 Watts Multimedia Speaker with Multiple Connectivity Options, Brown",492519951,9,https://www.reliancedigital.in/matata-mtmi18l-2-1-channel-20-watts-multimedia-speaker-with-multiple-connectivity-options-brown/p/492519951,"
 
* This MATATA MTMI18L image is for illustration purpose only. 

Actual image may vary.

PRODUCT DESCRIPTION 
MATATA MTMI18L
Introducing MTMI18L – The 2.1 Integrated Premium Retro 

Classic Speaker System. Designed with love to give a retro vibe to 

your space. A sound like none other with powerful 20W output, 

multiple connectivity options – USB/BT/AUX, lag-free FM reception 

and compatibility with MP3/MP4/Digital Music/DVD. Rustic brown 

to add old world charm to your space and transport you to 

yesteryears.
 
* This MATATA MTMI18L image is for illustration purpose only. 

Actual image may vary.

PRODUCT FEATURES
 
• 20 W sound Output 
• Multiple Connectivity 
• LED Display
 
* This MATATA MTMI18L image is for illustration purpose only. 

Actual image may vary.",3951.0,"₹3,951","42%(₹2,848)",https://www.reliancedigital.in/medias/MATATA-MTMI18L-SoundOutput-492519951-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMzE1fGltYWdlL2pwZWd8aW1hZ2VzL2g4Yy9oN2UvOTY3MzMwMzM1OTUxOC5qcGd8NTc1YTE0YzA4MTQ4ZTQ2N2RjNGFjNjA0NDNmYWI0NmFjMTE2MTc0NzI2M2ViYWVlMGMwYzFmMWU4NmVmYzQxMw,1635506857450
"Ambrane BT-47 5 Watt Portable Bluetooth Speaker with Inbuilt Mic, SD Card & AUX-In Ports and IPX6 Water Resistant Feature (Black)",492520049,9,https://www.reliancedigital.in/ambrane-bt-47-5-watt-portable-bluetooth-speaker-with-inbuilt-mic-sd-card-aux-in-ports-and-ipx6-water-resistant-feature-black-/p/492520049,"Ambrane BT-47 is a portable Bluetooth speaker. It has True Wireless feature which enables it to cross connect with two speakers & play music simultaneously for stereo sound experience. At 5W output it produces powerful bass & HD sound. It comes with IPX6 Certification which makes it resistant to water & dust, making it a perfect companion for music & travel enthusiasts.
True Wireless
Equipped with true wireless technology, this speaker allows connectivity with two speakers for simultaneous music playback
Bluetooth 5.0 Version
For seamless connectivity in 10 meters range, this speaker features version 5 of Bluetooth 
45 mm Round Shape
Compact size and shape for portable use
3.5 mm AUX In port
When not charged, play music by connecting through aux port 
Inbuilt microphone
For wireless calling a microphone comes inbuilt in the speaker
SD Card support
Play saved music files conveniently 
IPX6 certified
Ensures water and dust resistance for safe use of the speaker even in rough conditions ",1142.0,"₹1,142",43%(₹857),https://www.reliancedigital.in/medias/Ambrane-BT47-MM-TRAVEL-SPEAKER-492520049-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMzU0fGltYWdlL2pwZWd8aW1hZ2VzL2g4Yy9oMGYvOTY3MzU5MTYxOTYxNC5qcGd8MmEzZDE5YjZlOGZlZjYxZThmMThmOTMwZWM5Njc4NmRmNzM2MzliMGZmN2FhNWFmNDgwN2M2ZGQ0OWVmMTBhNw,1635523347791
"MATATA MTM51376 5.1 Channel, 30 Watts Multimedia Speaker with Multiple Connectivity and Bulit-In Amplifier, Black",492519949,9,https://www.reliancedigital.in/matata-mtm51376-5-1-channel-30-watts-multimedia-speaker-with-multiple-connectivity-and-bulit-in-amplifier-black/p/492519949,"
 
* This MATATA MTM51376 image is for illustration purpose only. 

Actual image may vary.

PRODUCT DESCRIPTION 
MATATA MTM51376
 Presenting the very impressive MTM51376 – 5.1 Channel 

Speaker with Multiple Connectivity options like –USB / FM / AUX 

/BT. Now wait no more and connect your favourite numbers. The 

powerful 30 Watt high quality music so that your entertainment is 

filled with groove and crystal clear sound. Precise audio even at 

high decibels so that you get a wonderful musical experience at all 

times. Stellar sound and stylish aesthetics. Just the right kind of 

music system in case you are looking to elevate your lifestyle and 

your surroundings. Beautiful LED display adds to the charm of this 

beautiful music system. Just install this and enjoy the beauty and 

music all year round. A fully functional remote control with easy to 

use feather touch buttons so that you have control at your 

fingertips. Now change the volume, connectivity or settings just at 

the press of a button. 
MATATA MTM51376 is a stylish 5.1 home theatre system with 

ample features to give you a scintillating sound experience. With 

high quality incredible sound and an easy installation, this 5.1 home 

theatre system comes with everything to be your future center of 

entertainment. Experience authentic, cinema-like sound in your 

home with MATATA MTM51376 5.1 home theatre system. Sit back, 

relax and take control of your entertainment with the press of a 

button on the remote control that comes along with the 

speaker..
 
* This MATATA MTM51376 image is for illustration purpose only. 

Actual image may vary.

PRODUCT FEATURES
 
• 5.1 speaker system with built-in amplifier 
• Multiple Connectivity 
• LED Display 
• Remote control unit
 
* This MATATA MTM51376 image is for illustration purpose only. 

Actual image may vary.
",5179.0,"₹5,179","20%(₹1,320)",https://www.reliancedigital.in/medias/MATATA-MTM51376-SpeakerSystem-492519949-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNjE5fGltYWdlL2pwZWd8aW1hZ2VzL2g5Mi9oNzIvOTY3MzI5OTA5OTY3OC5qcGd8MmQ0MGZlODRlNmY5YTYzODJlZjRmNTkyNWM4ZTI3MTE1YjlmMTMzM2M5MDcxYzlmODY3ZTA4N2NmMzdiNjdjNQ,1635506805213
"MATATA MTM51392 5.1 Channel 30 Watts Multimedia Speaker with with Multiple Connectivity and Bulit-In Amplifier, Black",492519950,9,https://www.reliancedigital.in/matata-mtm51392-5-1-channel-30-watts-multimedia-speaker-with-with-multiple-connectivity-and-bulit-in-amplifier-black/p/492519950,"
 
* This MATATA MTM51392 image is for illustration purpose only. 

Actual image may vary.

PRODUCT DESCRIPTION 
MATATA MTM51392
Surround Sound 5.1 channel speaker system with multiple 

connectivity options like USB/BT/AUX and efficient FM connectivity. 

30 Watt powerful sound output so that you get fully immersed in 

your favourite music. Looks beautiful and enhances the appeal of 

your surroundings. Aesthetically superior design, stylish front 

grooves and shiny black colour – total upliftment for your place. 

Can anything be more stylish and immersive than this speaker 

system – we bet. Get this fantastic piece of art and take your home 

entertainment a notch up. Superior looks are enhanced further with 

contemporary LED display. Look at this beauty and you will forget 

to blink. Fully functional remote control and feather touch buttons 

to give you total control of your entertainment, even from far. 
MATATA MTM51392 is a stylish 5.1 home theatre system with 

ample features to give you a scintillating sound experience. With 

high quality incredible sound and an easy installation, this 5.1 home 

theatre system comes with everything to be your future center of 

entertainment. Experience authentic, cinema-like sound in your 

home with MATATA MTM51392 5.1 home theatre system. Sit back, 

relax and take control of your entertainment with the press of a 

button on the remote control that comes along with the 

speaker.
 
* This MATATA MTM51392 image is for illustration purpose only. 

Actual image may vary.

PRODUCT FEATURES
 
• 5.1 speaker system with built-in amplifier 
• Multiple Connectivity 
• LED Display 
• Remote control unit
 
* This MATATA MTM51392 image is for illustration purpose only. 

Actual image may vary.",4609.0,"₹4,609","32%(₹2,190)",https://www.reliancedigital.in/medias/MATATA-MTM51392-SpeakerSystem-492519950-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNDA0fGltYWdlL2pwZWd8aW1hZ2VzL2g5Ny9oZGEvOTY3MzI5ODQ0NDMxOC5qcGd8ZDA0ZDIwNDk4Mzg5ZWMxNTViMDg1OGExZmY1ZWQ2OWIwYmUzNzJmNTAwNzkwNzQ4ZWRhNzliZDk4Y2M4Njk3Yw,1635506828905
"MATATA MTMBX8 Bluetooth Multimedia Speaker with 7 Watts Output and Multiple Connectivity Options, Black",492519956,9,https://www.reliancedigital.in/matata-mtmbx8-bluetooth-multimedia-speaker-with-7-watts-output-and-multiple-connectivity-options-black/p/492519956,"Introducing MTMBX8 – 2.0 bluetooth Portable Speaker in Stylish Diamond Design and your personal sound output of 7W. With choice of two beautiful colours - Black or Blue, it is a treat for the eyes. The comfort to connect your bluetooth portable speaker through multiple connectivity options such as AUX / FM / TF Card / BT – everything at your fingertips so that your favourite music does not have to wait. Upto 4 Hours of playtime with a powerful & efficient Li-Poly 1800 mAh battery in MTMBX8 bluetooth portable speaker. Just charge fully once and enjoy uninterrupted music longer. MTMBX8 bluetooth portable speakers - very Light-weight design and easy to carry as the strap makes is easy to carry it with you – wherever you go. Isn’t it convenience to have your music move along! The Matata MTMBX8 is a full featured Bluetooth portable speaker to take with you everywhere. With powerful battery backup, MTMBX8 bluetooth Portable Speaker gives music lovers the opportunity to bring their speaker anywhere. Durable design with stylish modern appearance, MTMBX8 bluetooth Portable Speaker is perfect speaker for home, office, back yard, party, or take it with you for some outdoor activities. Immerse yourself in the world of music with this bluetooth portable speaker from Matata.
",799.0,₹799,"70%(₹1,900)",https://www.reliancedigital.in/medias/MATATA-MTMBX8-Wireless-492519956-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMzQ0fGltYWdlL2pwZWd8aW1hZ2VzL2gxOC9oNDkvOTY3MzM2NDc5OTUxOC5qcGd8MWMxNzJjNmQwNDA4ZTU2OTI3NjUxMjZjOGFhZTI1NTFhNTdiMGM5NTk5ZWE5NzgzYTAyODJlMTI1MDgzMzM0OA,1635508637925
"Ambrane BT-83 10 Watt Portable Bluetooth Speaker with High Bass, Inbuilt Mic, SD Card & AUX-In Port and IPX6 Waterproof Feature (Black)",492520050,9,https://www.reliancedigital.in/ambrane-bt-83-10-watt-portable-bluetooth-speaker-with-high-bass-inbuilt-mic-sd-card-aux-in-port-and-ipx6-waterproof-feature-black-/p/492520050,"Ambrane BT-83 is a portable Bluetooth speaker. It has True Wireless feature which enables it to cross connect with two speakers & play music simultaneously for stereo sound experience. At 10W output it produces powerful bass & HD sound. It comes with IPX6 Certification which makes it resistant to water & dust, making it a perfect companion for music & travel enthusiasts.
Bluetooth 5.0 
You can efficiently operate the speaker wirelessly within 10m distance as it is equipped with latest Bluetooth technology 5.0. Its wireless working is nicely complemented  by its lightweight design for portable use.
True Wireless Freedom for Amazing Sound Quality 
This Infinity speaker features true wireless working where you can enjoy a stereo sound experience as this speaker can play music while being connected to another speaker where music is played by both the speakers simultaneously. 
10W Output
The impressive drivers of this Bluetooth speaker help to deliver a powerful audio performance with 10W output. High bass and clear treble is promised by this Infinity speaker. 
2200 mAh Battery for Lasting Performance 
A reliable performance of working wirelessly for up-to 7 hours comes from a strong and durable 2200 mAh battery. The Infinity speaker can be used for hands-free calling or listening to music whenever you want.  
SD Card Support
To play saved music files, this Bluetooth speaker features an SD card slot. You simply have to insert your SD card into the slot and play music through it whenever you want 
IPX6 Certified
No more worries about dirt and water splashes while carrying the Infinity BT-83 Speaker outdoors as it meets IPX6 quality standards. Its performance and life is not hampered a bit due to these external conditions making this speaker perfect for adventure and other outdoor trips.",1398.0,"₹1,398","53%(₹1,601)",https://www.reliancedigital.in/medias/Ambrane-BT83-MM-TRAVEL-SPEAKER-492520050-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNDU4fGltYWdlL2pwZWd8aW1hZ2VzL2hjNS9oNTEvOTY3MzU5MjI3NDk3NC5qcGd8NzdiODc1OTBjODJhYzdmZjJmMzc5ZDJjMjBjYWE0YzUyYjk2NzIxMzQ3ZWIxZDY4NzYxYWQzYjIwMmJkYmNjNA,1635523383676
"Ambrane BT-83 10 Watt Portable Bluetooth Speaker with High Bass, Inbuilt Mic, SD Card & AUX-In Port and IPX6 Waterproof Feature (Blue)",492520051,9,https://www.reliancedigital.in/ambrane-bt-83-10-watt-portable-bluetooth-speaker-with-high-bass-inbuilt-mic-sd-card-aux-in-port-and-ipx6-waterproof-feature-blue-/p/492520051,"Ambrane BT-83 is a portable Bluetooth speaker. It has True Wireless feature which enables it to cross connect with two speakers & play music simultaneously for stereo sound experience. At 10W output it produces powerful bass & HD sound. It comes with IPX6 Certification which makes it resistant to water & dust, making it a perfect companion for music & travel enthusiasts.
Bluetooth 5.0 
You can efficiently operate the speaker wirelessly within 10m distance as it is equipped with latest Bluetooth technology 5.0. Its wireless working is nicely complemented  by its lightweight design for portable use.
True Wireless Freedom for Amazing Sound Quality 
This Infinity speaker features true wireless working where you can enjoy a stereo sound experience as this speaker can play music while being connected to another speaker where music is played by both the speakers simultaneously. 
10W Output
The impressive drivers of this Bluetooth speaker help to deliver a powerful audio performance with 10W output. High bass and clear treble is promised by this Infinity speaker. 
2200 mAh Battery for Lasting Performance 
A reliable performance of working wirelessly for up-to 7 hours comes from a strong and durable 2200 mAh battery. The Infinity speaker can be used for hands-free calling or listening to music whenever you want.  
SD Card Support
To play saved music files, this Bluetooth speaker features an SD card slot. You simply have to insert your SD card into the slot and play music through it whenever you want 
IPX6 Certified
No more worries about dirt and water splashes while carrying the Infinity BT-83 Speaker outdoors as it meets IPX6 quality standards. Its performance and life is not hampered a bit due to these external conditions making this speaker perfect for adventure and other outdoor trips.",1398.0,"₹1,398","53%(₹1,601)",https://www.reliancedigital.in/medias/Ambrane-BT83-MM-TRAVEL-SPEAKER-492520051-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNTQ3fGltYWdlL2pwZWd8aW1hZ2VzL2hhMS9oMDcvOTY3MzU5MTk0NzI5NC5qcGd8NWE5Mzg5NGRmZTEyOTg1YWY3YzI5ZmZiZjI0YzY5Y2M2Yjk0YmMwYjYxN2M0NDQ1MWMyYjI1NGQ3OTU4YTcxMQ,1635523416133
